TinhTrangBDS,DienTich,Phongngu,TenPhanKhu,SoTang,PhongTam,Loai,GiayTo,MaCanHo,TinhTrangNoiThat,HuongCuaChinh,HuongBanCong,DacDiem,Quan,USD
Đã bàn giao,75.0,2,,,2," Căn hộ dịch vụ, mini", Đã có sổ,,,,,, Quận Thủ Đức,31960.0
Đã bàn giao,90.0,3,,15.0,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận Bình Thạnh,50000.0
Chưa bàn giao,62.0,2,,,2, Chung cư, Đang chờ sổ,,,,,, Quận 8,53200.0
Đã bàn giao,35.0,2,,,2, Duplex, Đã có sổ,,, Tây Bắc, Tây Bắc,, Quận Gò Vấp,130800.0
Đã bàn giao,75.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,94000.0
Đã bàn giao,80.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 9,80000.0
Đã bàn giao,86.0,2, Orchid 1,9.0,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận 10,54000.0
Đã bàn giao,84.0,3,,,2, Chung cư, Đang chờ sổ,,,,,, Quận Bình Thạnh,184000.0
Đã bàn giao,65.0,2, B,,2, Chung cư,,,,,,, Quận 9,68000.0
Đã bàn giao,35.0,1,,,1," Căn hộ dịch vụ, mini", Đã có sổ,,,,,, Quận Tân Bình,33200.0
Đã bàn giao,89.9,3,,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Tây Nam, Đông Bắc, Căn góc, Quận Thủ Đức,102400.0
Chưa bàn giao,79.0,2,,8.0,2, Chung cư, Giấy tờ khác,,,,,, Quận 8,79600.0
Đã bàn giao,63.0,2, Block B,11.0,1, Chung cư, Giấy tờ khác, B1107, Hoàn thiện cơ bản, Đông Bắc, Đông Nam, Căn góc, Quận Bình Thạnh,118000.0
Đã bàn giao,58.0,1,,,1, Chung cư,,,,,,, Quận 9,64000.0
Đã bàn giao,52.0,1,,,1, Chung cư, Đã có sổ,,,,,, Quận Bình Thạnh,118000.0
Đã bàn giao,71.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,84000.0
Đã bàn giao,113.0,3,,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,, Căn góc, Quận 7,126000.0
Chưa bàn giao,50.0,1,,,1, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,, Quận 2,196000.0
Đã bàn giao,194.0,3,,,3, Penthouse, Đã có sổ,, Nội thất cao cấp, Nam, Tây Bắc, Căn góc, Quận 7,280000.0
Chưa bàn giao,75.0,2,2,5.0,2, Chung cư, Giấy tờ khác,17,, Đông Nam, Đông Nam,, Quận Bình Tân,103200.0
Đã bàn giao,60.45,2, A3,18.0,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam,, Quận Thủ Đức,67600.0
Đã bàn giao,85.0,3,1,15.0,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Phú Nhuận,196000.0
Chưa bàn giao,66.0,2,,,2, Chung cư,,,,,,, Quận 2,128000.0
Đã bàn giao,54.0,1,,,1, Chung cư,,,,,,, Quận 9,64800.0
Đã bàn giao,59.0,2,,,2, Chung cư, Đang chờ sổ,,,,,, Quận Thủ Đức,73400.0
Đã bàn giao,48.0,2, B4,18.0,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Tây Bắc, Đông Nam,, Quận 7,65200.0
Đã bàn giao,78.0,2,,,2, Chung cư,,, Hoàn thiện cơ bản,, Đông Nam,, Huyện Bình Chánh,104000.0
Đã bàn giao,70.0,2, A,9.0,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Đông Bắc, Đông Bắc,, Quận 8,75333.32
Đã bàn giao,73.0,2,,,2, Chung cư, Đang chờ sổ,,,,,, Quận 8,80400.0
Đã bàn giao,59.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận Tân Phú,62000.0
Chưa bàn giao,66.0,2, saturn,9.0,2, Chung cư, Giấy tờ khác, S1.09.09, Hoàn thiện cơ bản, Bắc, Nam,, Quận 7,89200.0
Đã bàn giao,72.0,2,,,2, Chung cư, Đang chờ sổ,,,,,, Quận Bình Thạnh,116000.0
Đã bàn giao,71.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Tân Phú,124000.0
Đã bàn giao,90.0,3,,,2, Chung cư,,,, Tây Nam, Đông Bắc,, Quận 2,174000.0
Chưa bàn giao,56.0,2,,,1, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản, Tây, Đông,, Quận 12,15960.0
Đã bàn giao,81.0,2,,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông,, Căn góc, Quận Gò Vấp,87200.0
Đã bàn giao,52.0,1,,,1, Officetel,,,,,,, Quận 8,99600.0
Đã bàn giao,65.0,2,,,2, Chung cư,,,,,,, Quận 2,146000.0
Đã bàn giao,81.0,3,,,2, Chung cư, Đang chờ sổ,,,,,, Quận Bình Thạnh,134000.0
Chưa bàn giao,54.0,2,,,2, Chung cư, Đang chờ sổ,,,,, Căn góc, Quận 2,66200.0
Đã bàn giao,80.0,2, C,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận Tân Phú,106000.0
Chưa bàn giao,54.0,2,,,1, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,, Căn góc, Quận 8,98000.0
Đã bàn giao,56.0,2, b3,5.0,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Nam, Tây,, Quận 1,107600.0
Đã bàn giao,65.0,2,,,1, Chung cư,,,,, Đông,, Quận 8,72000.0
Đã bàn giao,97.6,3, D,6.0,2, Chung cư, Đã có sổ, D6.1, Nội thất cao cấp,,,, Quận 7,196000.0
Đã bàn giao,72.25,2,,,2, Chung cư, Đang chờ sổ,,,,, Căn góc, Quận 8,84000.0
Đã bàn giao,86.0,3,,,2, Chung cư,,,,,,, Quận 9,106000.0
Chưa bàn giao,60.0,2,,,0, Chung cư,,,,,,, Quận 2,62000.0
Đã bàn giao,60.0,2,,17.0,2, Chung cư, Đang chờ sổ,,,,,, Quận Tân Phú,70800.0
Chưa bàn giao,68.0,2, B,15.0,2, Chung cư, Giấy tờ khác, B.15.11, Nội thất cao cấp,,,, Quận 2,154000.0
Đã bàn giao,73.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,69000.0
Đã bàn giao,65.0,2,,,1, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,, Tây Nam,, Quận 4,168000.0
Đã bàn giao,58.0,2,,,2, Chung cư,,,,,,, Quận 9,74000.0
Đã bàn giao,85.0,3,,,2, Chung cư,,,, Đông Bắc,,, Quận Tân Phú,108000.0
Đã bàn giao,52.0,1,,,1, Chung cư,,,,,,, Quận Bình Thạnh,84000.0
Chưa bàn giao,90.0,3,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,,, Quận 8,220000.0
Đã bàn giao,66.0,2,,,2, Chung cư, Đang chờ sổ,,,,,, Quận 7,131600.0
Đã bàn giao,70.0,2,,17.0,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận 2,54000.0
Chưa bàn giao,51.0,1,,,1, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Bắc, Nam,, Quận 9,72000.0
Đã bàn giao,65.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,66000.0
Đã bàn giao,75.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,104000.0
Chưa bàn giao,60.0,2,,,2, Chung cư, Giấy tờ khác,, Nội thất cao cấp,,, Căn góc, Quận Thủ Đức,26400.0
Đã bàn giao,90.0,3,,,2, Chung cư,,,,,,, Quận 8,142400.0
Đã bàn giao,65.0,2,,,2, Chung cư, Đang chờ sổ,,,,,, Quận Tân Phú,104000.0
Đã bàn giao,83.0,2,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Huyện Bình Chánh,104000.0
Đã bàn giao,138.0,4,,,2, Chung cư,,,,,,, Quận 10,420000.0
Đã bàn giao,83.0,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp, Tây Bắc,,, Quận 6,118000.0
Chưa bàn giao,54.0,2,,,1, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,, Căn góc, Quận 8,98000.0
Đã bàn giao,72.25,2,,,2, Chung cư, Đang chờ sổ,,,,, Căn góc, Quận 8,84000.0
Đã bàn giao,73.0,3,,,2, Chung cư, Đang chờ sổ,,,,,, Quận 8,78000.0
Đã bàn giao,73.0,2,,,2, Chung cư,,,,,,, Quận 2,146000.0
Đã bàn giao,50.0,2, A,,1, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây Bắc, Đông Nam, Căn góc, Quận Thủ Đức,58000.0
Đã bàn giao,34.0,1, D,9.0,1, Chung cư,,,,, Tây Nam,, Quận Bình Tân,23960.0
Đã bàn giao,58.0,2, F,4.0,1, Chung cư, Đã có sổ,,,,,, Quận Tân Phú,60800.0
Chưa bàn giao,101.2,3,1,23.0,2, Chung cư, Giấy tờ khác,, Nội thất cao cấp,,,, Quận 2,64000.0
Đã bàn giao,90.0,3,,,2, Chung cư,,,,,,, Quận 9,106000.0
Chưa bàn giao,68.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,96800.0
Đã bàn giao,54.0,1,,,1, Chung cư, Đã có sổ,,,,,, Quận 9,66000.0
Chưa bàn giao,54.0,2,,,1, Chung cư, Đã có sổ,, Nội thất cao cấp,,, Căn góc, Quận 8,13600.0
Đã bàn giao,48.58,1,,,1, Chung cư, Đã có sổ,, Nội thất cao cấp,,,, Quận 12,68000.0
Đã bàn giao,74.0,2,,5.0,2, Chung cư, Đã có sổ,, Nội thất đầy đủ, Bắc, Nam,, Quận Thủ Đức,96000.0
Đã bàn giao,64.0,2,,,2, Chung cư,,,,,,, Quận Bình Tân,72000.0
Đã bàn giao,88.0,2,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Quận 2,276000.0
Đã bàn giao,62.0,2,,,1, Chung cư, Đã có sổ,,, Đông, Nam,, Huyện Nhà Bè,70000.0
Chưa bàn giao,57.0,2,,,1, Chung cư,,,,,,, Quận 12,96000.0
Chưa bàn giao,49.0,1,,,1, Chung cư,,,,,,, Quận 12,60000.0
Đã bàn giao,69.0,2,,,2, Chung cư,, ANB60837,,,,, Huyện Nhà Bè,129200.0
Đã bàn giao,82.0,2,,,2, Chung cư, Đang chờ sổ,,, Đông Nam, Tây Bắc,, Quận 2,150000.0
Đã bàn giao,53.0,1,,,1, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,, Quận Bình Thạnh,120000.0
Đã bàn giao,75.0,2, A,5.0,2, Chung cư, Đang chờ sổ, B5, Nội thất cao cấp, Bắc, Nam,, Quận 2,120000.0
Đã bàn giao,68.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Đông, Tây,, Quận Bình Tân,64000.0
Đã bàn giao,70.0,1, A,7.0,1, Chung cư, Đang chờ sổ, BPA - 0712, Nội thất cao cấp, Đông Nam, Tây Bắc,, Quận Tân Bình,160000.0
Đã bàn giao,62.0,2,,7.0,2, Chung cư, Đã có sổ,707, Nội thất cao cấp, Tây Bắc, Đông Nam,, Quận Gò Vấp,100000.0
Đã bàn giao,70.12,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp, Nam, Bắc,, Quận 7,114000.0
Chưa bàn giao,72.0,2,,,2, Chung cư, Giấy tờ khác,,,,,, Quận 8,72600.0
Đã bàn giao,40.0,1,,,1, Duplex, Đã có sổ,,,,,, Quận Tân Bình,15600.0
Đã bàn giao,47.0,1, S201,,1, Chung cư, Đang chờ sổ,17, Hoàn thiện cơ bản,, Đông Bắc,, Quận 9,71200.0
Chưa bàn giao,104.0,3, B,1.0,2, Chung cư, Đang chờ sổ, B0.08, Nội thất cao cấp, Bắc, Nam, Căn góc, Quận Tân Phú,276000.0
Đã bàn giao,90.0,2, C,5.0,2, Chung cư, Đang chờ sổ,,,,,, Huyện Bình Chánh,150000.0
Chưa bàn giao,79.0,2,,,2, Chung cư, Đang chờ sổ,,,,,, Quận 8,67600.0
Đã bàn giao,106.0,2,,,2, Chung cư,,,, Đông, Đông,, Quận 7,156000.0
Chưa bàn giao,79.0,2,,,2, Chung cư,,, Hoàn thiện cơ bản,,, Căn góc, Quận Bình Tân,104000.0
Đã bàn giao,52.0,1,,,0, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận Bình Thạnh,100000.0
Đã bàn giao,100.0,2,,,2, Chung cư, Đã có sổ, B19,,,, Căn góc, Quận 7,40000.0
Chưa bàn giao,50.0,2,,,1, Chung cư, Đang chờ sổ,,,,,, Quận Bình Tân,100000.0
Đã bàn giao,65.0,2,,,2, Chung cư,,,,,,, Quận 9,64000.0
Đã bàn giao,71.0,2,,,2, Chung cư,,,, Tây Nam, Đông Bắc,, Quận Tân Phú,134000.0
Chưa bàn giao,52.0,2, C,,1, Chung cư, Đang chờ sổ,,,,, Căn góc, Quận 8,48000.0
Chưa bàn giao,50.0,1,,,1, Chung cư, Đã có sổ,, Nội thất cao cấp,,, Căn góc, Quận 8,58680.0
Đã bàn giao,70.0,2,,,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Đông Nam,, Căn góc, Quận Tân Bình,154000.0
Chưa bàn giao,56.0,3,,,2, Chung cư, Đang chờ sổ,,, Đông Nam,,, Quận Thủ Đức,60000.0
Đã bàn giao,75.0,2,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,,, Huyện Nhà Bè,67200.0
Đã bàn giao,65.0,2, B2,14.0,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây Nam, Đông Bắc, Căn góc, Quận Gò Vấp,82000.0
Đã bàn giao,86.0,3,,,2, Chung cư,,,,,,, Quận Bình Thạnh,180000.0
Đã bàn giao,76.0,2,,,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Tây Bắc, Đông Nam,, Quận 2,142000.0
Chưa bàn giao,50.0,1,,,1, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,, Quận 2,196000.0
Đã bàn giao,160.0,2, B,,2, Chung cư, Đã có sổ,4, Nội thất đầy đủ, Tây Bắc,,, Quận 5,496000.0
Đã bàn giao,95.0,3,,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,, Căn góc, Quận 7,212000.0
Đã bàn giao,65.0,2,,,1, Chung cư,,,,, Đông,, Quận 8,72000.0
Đã bàn giao,83.0,2,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp, Tây Bắc,,, Quận 6,118000.0
Đã bàn giao,66.8,2,,,1, Chung cư, Đã có sổ,,, Tây Bắc,,, Quận 8,91200.0
Chưa bàn giao,54.0,2,,,1, Chung cư, Đã có sổ,, Nội thất cao cấp,,,, Quận 8,45360.0
Đã bàn giao,72.0,2,,,2, Chung cư,,,,,,, Quận 9,84000.0
Đã bàn giao,88.0,2,,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,, Quận 2,236000.0
Đã bàn giao,62.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,66000.0
Chưa bàn giao,52.0,2,,,1, Chung cư, Đã có sổ,, Nội thất cao cấp,,, Căn góc, Huyện Bình Chánh,11560.0
Đã bàn giao,59.0,2, S2-01,18.0,1, Chung cư,,18.04,, Tây, Đông Nam,, Quận 9,86800.0
Đã bàn giao,66.0,2,,,2, Chung cư, Đang chờ sổ,,,,,, Quận Bình Thạnh,138000.0
Chưa bàn giao,48.0,1, P5,,1, Chung cư, Giấy tờ khác,20, Hoàn thiện cơ bản, Đông, Tây,, Quận 12,60000.0
Đã bàn giao,84.0,2, B,12.0,2, Chung cư,,, Hoàn thiện cơ bản,,,, Quận Tân Phú,108000.0
Đã bàn giao,64.0,2, A8,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Tây, Đông,, Quận Bình Tân,70000.0
Đã bàn giao,84.1,2,,,2, Chung cư, Đã có sổ,, Nội thất đầy đủ,,, Căn góc, Quận Gò Vấp,118000.0
Đã bàn giao,73.0,2,,,2, Chung cư, Giấy tờ khác,,,,,, Quận Bình Thạnh,146800.0
Đã bàn giao,71.0,2,,,2, Officetel,,,,,,, Quận Thủ Đức,68000.0
Chưa bàn giao,74.0,3, A,14.0,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,, Căn góc, Quận Bình Tân,88000.0
Đã bàn giao,67.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,88000.0
Đã bàn giao,91.0,3,,,2, Chung cư, Đang chờ sổ,,,,, Căn góc, Quận Tân Phú,119200.0
Chưa bàn giao,83.0,3,,17.0,2, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận 8,112000.0
Đã bàn giao,66.0,2,,,2, Chung cư,,,,,,, Quận Bình Thạnh,138000.0
Đã bàn giao,62.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 7,80000.0
Chưa bàn giao,25.0,1,,,1, Chung cư,,,,,,, Quận 8,34800.0
Đã bàn giao,75.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận 9,100800.0
Đã bàn giao,53.0,2,,,1, Chung cư, Đã có sổ,,,,,, Quận 9,60000.0
Đã bàn giao,64.0,2, A7A8,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Nam, Bắc, Căn góc, Quận Bình Tân,68800.0
Đã bàn giao,61.0,2,,,1, Chung cư,,,,,,, Quận 10,188000.0
Đã bàn giao,80.0,3,,,2, Chung cư, Đã có sổ,,,,,, Huyện Bình Chánh,56000.0
Đã bàn giao,75.0,2,,,2, Chung cư,,,, Tây Nam, Đông Bắc,, Quận 7,128000.0
Đã bàn giao,49.0,1,,,1, Chung cư, Đang chờ sổ,,,,,, Quận 8,68000.0
Đã bàn giao,55.0,2,,,0, Chung cư,,,,,,, Quận 8,78800.0
Chưa bàn giao,79.0,2, Dragon,,2, Chung cư, Đang chờ sổ,,,,,, Quận 8,70000.0
Chưa bàn giao,110.0,2, C,,2, Chung cư, Giấy tờ khác,, Nội thất cao cấp,,,, Quận 7,84000.0
Đã bàn giao,68.15,2,,,2, Chung cư,,,, Tây Bắc, Đông Nam,, Quận Bình Tân,112000.0
Chưa bàn giao,73.0,2,,,2, Chung cư, Đang chờ sổ,,,,,, Quận Thủ Đức,90400.0
Đã bàn giao,51.0,1,,,1, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận 2,116000.0
Đã bàn giao,36.0,1,,,1, Chung cư, Đã có sổ,,,,, Căn góc, Quận Tân Bình,33200.0
Đã bàn giao,50.0,2,,,2, Chung cư,,,,,,, Quận 12,69200.0
Đã bàn giao,30.0,1,,,1, Officetel, Đang chờ sổ,, Nội thất cao cấp,,,, Quận 4,74000.0
Đã bàn giao,40.0,1,,1.0,1, Chung cư, Giấy tờ khác,,,,,, Quận Tân Bình,60000.0
Đã bàn giao,73.0,2,,,2, Chung cư,,,, Đông Nam, Tây Bắc,, Quận 2,152000.0
Đã bàn giao,59.0,2,,,1, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận 9,71120.0
Đã bàn giao,60.0,2,,2.0,2, Chung cư, Đã có sổ, 01A,,,, Căn góc, Quận 8,26000.0
Đã bàn giao,84.0,2,,,2, Chung cư, Đã có sổ,,,,,, Quận Bình Thạnh,172000.0
Đã bàn giao,47.0,1, c,11.0,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Bắc, Nam,, Quận 7,54000.0
Đã bàn giao,83.6,3, e,3.0,2, Chung cư, Đang chờ sổ,303, Nội thất cao cấp, Nam, Đông Bắc,, Quận Tân Phú,152000.0
Đã bàn giao,194.0,3,,,3, Penthouse, Đã có sổ,, Nội thất cao cấp, Nam, Tây Bắc, Căn góc, Quận 7,280000.0
Đã bàn giao,73.0,3,,,2, Chung cư, Đang chờ sổ,,,,,, Quận 8,78000.0
Chưa bàn giao,61.0,2,,,2, Chung cư, Đang chờ sổ,,, Tây Bắc, Đông Nam,, Quận Thủ Đức,51600.0
Đã bàn giao,89.0,3,,,2, Chung cư, Đang chờ sổ,,, Đông Nam,, Căn góc, Quận 10,228000.0
Chưa bàn giao,53.55,2,,,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản,,,, Quận Thủ Đức,65400.0
Đã bàn giao,73.0,2,,,2, Chung cư,,,,,,, Quận 7,96000.0
Đã bàn giao,70.0,2,,,2, Chung cư, Đang chờ sổ,,,,,, Quận Tân Bình,144000.0
Đã bàn giao,83.0,2,,8.0,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ,,,, Quận Tân Phú,76000.0
Đã bàn giao,73.0,2,,,1, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Tây Bắc, Đông Nam,, Quận 7,110000.0
Đã bàn giao,75.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,74000.0
Đã bàn giao,34.0,1,,,1, Chung cư,,,,,,, Quận Bình Tân,20800.0
Chưa bàn giao,67.0,2,,,2, Chung cư, Giấy tờ khác,, Hoàn thiện cơ bản,,,, Quận Thủ Đức,106400.0
Chưa bàn giao,51.0,2,,,1, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Bắc, Nam,, Quận 6,72000.0
Đã bàn giao,70.0,2,,12.0,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Tây Bắc, Đông Nam,, Quận Tân Bình,170000.0
Đã bàn giao,96.0,2,,,2, Chung cư,,,, Tây Bắc, Đông Nam,, Huyện Nhà Bè,84000.0
Đã bàn giao,147.0,3,,,2, Chung cư, Đã có sổ,, Nội thất cao cấp, Đông,,, Quận 7,236000.0
Đã bàn giao,48.0,1,,20.0,1, Chung cư, Đã có sổ,,, Nam, Bắc,, Quận 7,64000.0
Chưa bàn giao,51.0,2, W3,30.0,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp, Đông Nam, Tây Bắc, Căn góc, Quận 6,124000.0
Đã bàn giao,50.0,2,,,1, Chung cư, Đã có sổ,, Nội thất cao cấp,,,, Quận Bình Tân,48400.0
Chưa bàn giao,60.0,2,,,1, Chung cư, Đã có sổ,, Nội thất đầy đủ, Nam, Bắc, Căn góc, Quận Bình Tân,63600.0
Chưa bàn giao,100.0,3,,,2, Chung cư,,,, Tây Bắc, Đông Nam,, Quận 2,212000.0
Đã bàn giao,115.0,3,,,2, Chung cư, Đã có sổ,,,,, Căn góc, Quận Bình Thạnh,272000.0
Đã bàn giao,48.0,2,,,1, Chung cư,,,,,,, Quận Thủ Đức,73600.0
Đã bàn giao,95.0,3,,,2, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,, Căn góc, Quận 7,212000.0
Chưa bàn giao,54.0,2,,,1, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,, Căn góc, Quận 8,98000.0
Đã bàn giao,160.0,2, B,,2, Chung cư, Đã có sổ,4, Nội thất đầy đủ, Tây Bắc,,, Quận 5,496000.0
Đã bàn giao,73.0,3,,,2, Chung cư, Đang chờ sổ,,,,,, Quận 8,78000.0
Đã bàn giao,89.0,3,,,2, Chung cư, Đang chờ sổ,,, Đông Nam,, Căn góc, Quận 10,228000.0
Đã bàn giao,36.0,1,,,1, Officetel, Giấy tờ khác,, Hoàn thiện cơ bản, Đông Nam, Đông Nam, Căn góc, Quận Tân Bình,33200.0
Đã bàn giao,93.0,3,,,2, Chung cư, Đã có sổ,,,,,, Quận Bình Thạnh,151200.0
Đã bàn giao,70.0,2, A,6.0,2, Chung cư, Đã có sổ,,,,,, Quận Bình Thạnh,54000.0
Đã bàn giao,69.0,2,,,2, Chung cư, Đang chờ sổ,,,,, Căn góc, Quận 9,100000.0
Đã bàn giao,56.0,2,,,1, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,, Đông,, Huyện Bình Chánh,83200.0
Chưa bàn giao,56.0,2, A,15.0,1, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản, Tây Nam, Đông Bắc,, Quận Bình Tân,68400.0
Đã bàn giao,58.0,2,,,0, Chung cư,,,,,,, Quận 12,60000.0
Đã bàn giao,69.0,2,,,2, Chung cư,,,,,,, Quận 8,95600.0
Đã bàn giao,52.0,1,,,1, Chung cư,,,,,,, Quận Bình Thạnh,82000.0
Đã bàn giao,82.0,3, A,6.0,2, Chung cư, Đã có sổ,, Nội thất đầy đủ, Bắc, Nam,, Quận Bình Tân,94000.0
Đã bàn giao,70.0,2,,,1, Chung cư, Đã có sổ,,,,,, Quận 10,102000.0
Đã bàn giao,58.0,2," Fortuna, Vesta",,2, Chung cư, Đã có sổ,, Nội thất cao cấp,,, Căn góc, Huyện Nhà Bè,20000.0
Đã bàn giao,40.0,2,,1.0,1," Tập thể, cư xá", Đã có sổ,102, Hoàn thiện cơ bản, Nam,,, Quận 1,100000.0
Đã bàn giao,50.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,64000.0
Đã bàn giao,108.0,3,,,2, Chung cư,,,,,,, Quận 10,288000.0
Đã bàn giao,78.0,2,,,2, Chung cư,,,,,,, Quận 8,90800.0
Đã bàn giao,52.0,1,,,1, Chung cư,,,,,,, Quận Thủ Đức,59200.0
Đã bàn giao,90.0,3,,8.0,2, Chung cư, Đang chờ sổ,,,,, Căn góc, Quận 8,110000.0
Đã bàn giao,70.0,2,,,2, Chung cư, Giấy tờ khác,, Nội thất cao cấp,, Nam,, Huyện Nhà Bè,118000.0
Đã bàn giao,61.0,2, B,,2, Chung cư, Đang chờ sổ,, Nội thất đầy đủ, Tây Nam, Đông Bắc,, Huyện Nhà Bè,43600.0
Đã bàn giao,97.0,2,,,2, Chung cư, Đã có sổ,, Hoàn thiện cơ bản, Đông Bắc, Tây Nam, Căn góc, Quận 6,142000.0
Chưa bàn giao,54.0,2,,,1, Chung cư, Đã có sổ,, Hoàn thiện cơ bản,,, Căn góc, Quận 8,98000.0
Đã bàn giao,53.0,2,,,1, Chung cư, Đã có sổ,,,,,, Quận 9,60000.0
Đã bàn giao,55.0,2,,,2, Chung cư,,,,,,, Huyện Bình Chánh,60000.0
Chưa bàn giao,103.0,3, A1,,3, Chung cư, Đang chờ sổ,,,,, Căn góc, Quận Tân Phú,204000.0
Đã bàn giao,91.0,3,,,3, Chung cư, Đã có sổ,,,,, Căn góc, Quận 9,118400.0
Đã bàn giao,90.0,3,,,2, Chung cư, Đang chờ sổ,,,,,, Quận 9,116000.0
Đã bàn giao,68.0,2,,,2, Chung cư,,,,,,, Quận Bình Thạnh,128000.0
Đã bàn giao,83.0,3,,,2, Chung cư,, ANB60491,,,,, Huyện Nhà Bè,132000.0
Đã bàn giao,74.0,2,,,2, Chung cư, Đang chờ sổ,,,,,, Quận 8,83600.0
Chưa bàn giao,160.0,3,,,3, Chung cư,,,, Tây Bắc, Đông Nam,, Quận Tân Phú,340000.0
Đã bàn giao,88.0,3,,,2, Chung cư,,,,,,, Quận 9,124000.0
Chưa bàn giao,50.0,2,,,1, Chung cư, Đang chờ sổ,, Hoàn thiện cơ bản,,,, Quận Bình Tân,78000.0
Đã bàn giao,53.0,2,,,1, Chung cư, Đang chờ sổ,, Nội thất cao cấp,,,, Quận 7,118000.0
Đã bàn giao,54.0,2,,,1, Chung cư,,,,,,, Quận 9,94000.0
Đã bàn giao,65.0,2,,,2, Chung cư,,,,,,, Quận Thủ Đức,79200.0
Đã bàn giao,68.0,2,,,2, Chung cư,,,,,,, Quận 9,72000.0
Đã bàn giao,64.0,2,,,2, Chung cư, Đang chờ sổ,,,,,, Quận Tân Phú,72000.0
